id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
06544,hip,burning,9,33,"worse after sitting long, spikes then fades. Region: hip, quality: burning.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",True,False,synthetic_prt_v2,2025-09-11T20:43:27.503959Z
06545,wrist,throbbing,9,2,"after repetitive tasks, lingers most of the day. Region: wrist, quality: throbbing.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.503971Z
06546,knee,throbbing,8,17,"after long standing, comes and goes. Region: knee, quality: throbbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.503980Z
06547,jaw,aching,7,38,"worse after screens, pulses with breath. Region: jaw, quality: aching.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.503991Z
06548,elbow,aching,7,8,"worse after sitting long, radiates a little. Region: elbow, quality: aching.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504001Z
06549,jaw,stabbing,7,26,"worse after screens, spikes then fades. Region: jaw, quality: stabbing.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504009Z
06550,wrist,pulling,4,17,"more noticeable in the morning, pulses with breath. Region: wrist, quality: pulling.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504018Z
06551,chest,tightness,3,9,"flares after stress, eases after stretching. Region: chest, quality: tightness.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504026Z
06552,chest,stabbing,7,22,"improves with gentle movement, eases after stretching. Region: chest, quality: stabbing.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504033Z
06553,shoulder,aching,9,21,"better after a walk, feels tight then releases. Region: shoulder, quality: aching.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504041Z
06554,wrist,tingling,4,13,"worse in cold weather, lingers most of the day. Region: wrist, quality: tingling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504049Z
06555,shoulder,aching,7,9,"after studying for hours, comes and goes. Region: shoulder, quality: aching.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504058Z
06556,head,tingling,6,19,"on stressful days, radiates a little. Region: head, quality: tingling.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504067Z
06557,jaw,aching,4,16,"worse after sitting long, moves around. Region: jaw, quality: aching.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504079Z
06558,upper_back,dull,2,19,"better after a walk, feels tight then releases. Region: upper back, quality: dull.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504088Z
06559,neck,pulling,10,24,"more noticeable in the morning, spikes then fades. Region: neck, quality: pulling.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.504097Z
06560,lower_back,cramping,8,38,"better after a walk, radiates a little. Region: lower back, quality: cramping.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504105Z
06561,jaw,shooting,8,22,"better after a walk, feels tight then releases. Region: jaw, quality: shooting.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504113Z
06562,knee,tightness,1,41,"appears during heavy lifting, eases with rest. Region: knee, quality: tightness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504122Z
06563,shoulder,pulling,7,5,"when I hurry, eases with rest. Region: shoulder, quality: pulling.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504134Z
06564,upper_back,pulling,6,15,"on stressful days, spikes then fades. Region: upper back, quality: pulling.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.504142Z
06565,shoulder,tightness,3,25,"when I hurry, eases after stretching. Region: shoulder, quality: tightness.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504150Z
06566,hand,electric,5,5,"appears during heavy lifting, pulses with breath. Region: hand, quality: electric.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504158Z
06567,abdomen,throbbing,1,14,"eases with heat, radiates a little. Region: abdomen, quality: throbbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504167Z
06568,elbow,dull,1,22,"appears during heavy lifting, feels tight then releases. Region: elbow, quality: dull.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504175Z
06569,ankle,tightness,6,8,"more noticeable in the morning, moves around. Region: ankle, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504182Z
06570,foot,burning,2,16,"worse after screens, comes and goes. Region: foot, quality: burning.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.504194Z
06571,head,sharp,5,20,"when I hurry, spikes then fades. Region: head, quality: sharp.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504202Z
06572,upper_back,stabbing,7,16,"better when distracted, moves around. Region: upper back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",True,False,synthetic_prt_v2,2025-09-11T20:43:27.504211Z
06573,mid_back,stabbing,6,29,"better after a walk, comes and goes. Region: mid back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504219Z
06574,hip,electric,4,6,"worse after sitting long, eases with rest. Region: hip, quality: electric.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504227Z
06575,lower_back,tightness,10,14,"when I hurry, moves around. Region: lower back, quality: tightness.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504236Z
06576,head,sharp,2,65,"follows long car rides, radiates a little. Region: head, quality: sharp.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504245Z
06577,mid_back,throbbing,5,17,"worse after sitting long, moves around. Region: mid back, quality: throbbing.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.504252Z
06578,shoulder,stiffness,3,24,"appears during heavy lifting, lingers most of the day. Region: shoulder, quality: stiffness.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504260Z
06579,hip,tingling,3,31,"appears when I worry, eases with rest. Region: hip, quality: tingling.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.504276Z
06580,neck,shooting,9,8,"worse after sitting long, eases with rest. Region: neck, quality: shooting.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.505855Z
06581,knee,tightness,7,40,"better after a walk, eases with rest. Region: knee, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.505923Z
06582,jaw,tingling,4,1,"follows long car rides, feels tight then releases. Region: jaw, quality: tingling.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.505938Z
06583,elbow,cramping,8,12,"after studying for hours, eases with rest. Region: elbow, quality: cramping.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.505955Z
06584,hand,shooting,7,29,"worse after screens, pulses with breath. Region: hand, quality: shooting.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.505969Z
06585,foot,throbbing,10,5,"more noticeable in the morning, comes and goes. Region: foot, quality: throbbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.505980Z
06586,wrist,stabbing,5,14,"appears during heavy lifting, stays in one spot. Region: wrist, quality: stabbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.505995Z
06587,foot,stiffness,1,29,"improves with gentle movement, feels tight then releases. Region: foot, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506003Z
06588,shoulder,shooting,2,11,"after repetitive tasks, lingers most of the day. Region: shoulder, quality: shooting.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506014Z
06589,neck,electric,3,17,"flares after poor sleep, pulses with breath. Region: neck, quality: electric.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506022Z
06590,hip,cramping,2,8,"on stressful days, comes and goes. Region: hip, quality: cramping.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506030Z
06591,head,throbbing,8,25,"better when distracted, radiates a little. Region: head, quality: throbbing.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506038Z
06592,mid_back,tingling,9,16,"eases with heat, lingers most of the day. Region: mid back, quality: tingling.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506048Z
06593,lower_back,stiffness,5,9,"more noticeable in the morning, lingers most of the day. Region: lower back, quality: stiffness.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506057Z
06594,jaw,tingling,4,12,"after long standing, eases after stretching. Region: jaw, quality: tingling.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506074Z
06595,upper_back,tingling,5,51,"appears during heavy lifting, eases after stretching. Region: upper back, quality: tingling.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506090Z
06596,knee,burning,3,55,"worse after screens, eases after stretching. Region: knee, quality: burning.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506105Z
06597,ankle,dull,3,24,"better when distracted, radiates a little. Region: ankle, quality: dull.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506119Z
06598,ankle,stabbing,7,10,"flares after stress, eases with rest. Region: ankle, quality: stabbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.506135Z
06599,hand,aching,2,14,"flares after poor sleep, pulses with breath. Region: hand, quality: aching.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506146Z
06600,wrist,burning,8,9,"after studying for hours, radiates a little. Region: wrist, quality: burning.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506159Z
06601,knee,stiffness,4,1,"more noticeable in the morning, eases with rest. Region: knee, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506174Z
06602,abdomen,stiffness,3,10,"on stressful days, feels tight then releases. Region: abdomen, quality: stiffness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506188Z
06603,hand,electric,8,9,"worse after screens, spikes then fades. Region: hand, quality: electric.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506197Z
06604,ankle,pressure,1,11,"worse after sitting long, pulses with breath. Region: ankle, quality: pressure.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506207Z
06605,upper_back,cramping,5,9,"after long standing, eases after stretching. Region: upper back, quality: cramping.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506216Z
06606,head,tingling,8,13,"appears during heavy lifting, eases after stretching. Region: head, quality: tingling.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.506230Z
06607,jaw,stabbing,6,13,"after long standing, eases after stretching. Region: jaw, quality: stabbing.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506240Z
06608,lower_back,stiffness,4,16,"eases with heat, moves around. Region: lower back, quality: stiffness.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506248Z
06609,head,burning,10,8,"worse after sitting long, eases with rest. Region: head, quality: burning.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506257Z
06610,shoulder,pulling,3,8,"better when distracted, feels tight then releases. Region: shoulder, quality: pulling.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.506266Z
06611,hand,sharp,9,1,"on stressful days, feels tight then releases. Region: hand, quality: sharp.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506280Z
06612,jaw,shooting,1,5,"better when distracted, radiates a little. Region: jaw, quality: shooting.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506289Z
06613,lower_back,burning,8,10,"eases with heat, pulses with breath. Region: lower back, quality: burning.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506298Z
06614,mid_back,stiffness,7,28,"better when distracted, lingers most of the day. Region: mid back, quality: stiffness.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506307Z
06615,elbow,pulling,1,48,"flares after stress, radiates a little. Region: elbow, quality: pulling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506315Z
06616,abdomen,aching,3,2,"after studying for hours, eases with rest. Region: abdomen, quality: aching.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506322Z
06617,neck,shooting,9,26,"worse after sitting long, eases after stretching. Region: neck, quality: shooting.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506330Z
06618,shoulder,throbbing,4,27,"better when distracted, comes and goes. Region: shoulder, quality: throbbing.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506342Z
06619,foot,tingling,4,25,"worse after screens, feels tight then releases. Region: foot, quality: tingling.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506350Z
06620,wrist,pressure,4,9,"better when distracted, radiates a little. Region: wrist, quality: pressure.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506359Z
06621,hip,tingling,4,8,"after long standing, radiates a little. Region: hip, quality: tingling.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506368Z
06622,abdomen,electric,8,28,"flares after stress, spikes then fades. Region: abdomen, quality: electric.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506377Z
06623,knee,cramping,7,56,"worse after sitting long, moves around. Region: knee, quality: cramping.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506385Z
06624,foot,cramping,5,1,"follows long car rides, feels tight then releases. Region: foot, quality: cramping.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506394Z
06625,wrist,tightness,4,16,"on stressful days, spikes then fades. Region: wrist, quality: tightness.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506402Z
